Word,Length,Freq_HAL,SUBTLWF,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Mean_Accuracy,X,Item,Frequency,Pronunciation,Letters,Degree,Clustering Coefficient,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Mean Shortest Path
cost,4,99509,54.92,"k""Ost",4,1,{cost},"{k""Ost}",1,NN|VB,568.97,0.97,,cost,54.92,K AO S T,4,7,0.23809523809523808,5.3412025602566314e-05,0.014604551346390398,-2.2866603204102353e-17,
cone,4,3540,2.92,"k""on",3,1,{cone},"{k""on}",1,NN,670.09,0.97,,cone,2.92,K OW N,4,12,0.3787878787878788,2.959570852318773e-05,0.01446885551498299,-6.078067607028108e-17,
coil,4,3384,1.61,"k""OIl",3,1,{coil},"{k""OIl}",1,NN|VB,711.44,0.97,,coil,1.61,K OY L,4,8,0.39285714285714285,3.1683401884470135e-05,0.013196959569109736,2.317473868791308e-18,
coin,4,6375,9.75,"k""OIn",3,1,{coin},"{k""OIn}",1,NN|VB,618.35,0.94,,coin,9.75,K OY N,4,5,0.1,9.356725952378562e-05,0.013511357723550292,-1.416352731051641e-18,
Coke,4,4270,18.59,"k""ok",3,1,{coke},"{k""ok}",1,NN,560.15,0.97,,coke,18.59,K OW K,4,10,0.4,1.4521376116409538e-05,0.0140184974855267,-7.05097519112763e-17,
cold,4,34854,130.16,"k""old",4,1,{cold},"{k""old}",1,JJ|NN,505.91,1,,cold,130.16,K OW L D,4,8,0.39285714285714285,1.9714978893953067e-05,0.01427108302580646,-1.5471852621809976e-17,
colt,4,1935,5.24,"k""olt",4,1,{colt},"{k""olt}",1,NN,610.06,1,,colt,5.24,K OW L T,4,7,0.19047619047619047,2.332053937632966e-05,0.014065712265790262,-9.576539382492208e-18,
coma,4,1240,12.27,"k""o.m@",4,2,{coma},"{k""o.m@}",1,NN,648.8,0.88,,coma,12.27,K OW M AH,4,3,0.3333333333333333,1.2678084458729553e-06,0.011864312050638169,-2.9231911685486413e-18,
comb,4,1614,6.06,"k""om",3,1,{comb},"{k""om}",1,NN|VB,685.03,0.97,,comb,6.06,K OW M,4,5,0.4,1.0397799466076128e-05,0.011693678569446607,-5.5868975581764984e-18,
come,4,232041,3140.98,"k""Vm",3,1,{come},"{k""Vm}",1,VB|NN,630.12,1,,come,3140.98,K AH M,4,12,0.3333333333333333,3.836360169539907e-05,0.013925012506841769,-3.55884555575378e-17,
clan,4,4149,4.1,"kl""an",4,1,{clan},"{kl""an}",1,NN,857.07,0.85,,clan,4.1,K L AE N,4,7,0.5238095238095238,5.537167685935104e-06,0.010541215296023632,3.626493957009513e-18,
clap,4,932,4.73,"kl""ap",4,1,{clap},"{kl""ap}",1,VB|NN,612.24,1,,clap,4.73,K L AE P,4,10,0.26666666666666666,3.3006083119283085e-05,0.011607988947585848,2.012054205377095e-18,
claw,4,2194,4.37,"kl""O",3,1,{claw},"{kl""O}",1,NN|VB,620.94,0.94,,claw,4.37,K L AO,4,7,0.47619047619047616,9.143979955281507e-06,0.011097624413593668,4.6244357442836994e-18,
clay,4,10797,12.0,"kl""e",3,1,{clay},"{kl""e}",1,NN,581.38,1,,clay,12.0,K L EY,4,8,0.39285714285714285,6.362106405190411e-06,0.010849932985373406,2.0285863401899056e-18,
clip,4,7281,5.69,"kl""Ip",4,1,{clip},"{kl""Ip}",1,NN|VB,613.23,1,,clip,5.69,K L IH P,4,5,0.3,6.8381677133096305e-06,0.010986157182846106,2.8441183858239815e-18,
clod,4,192,0.41,"kl""Ad",4,1,{clod},"{kl""Ad}",1,NN,723.67,0.55,,clod,0.41,K L AA D,4,5,0.3,3.2703081297096874e-06,0.010571537512385454,2.551448843412317e-18,
clog,4,836,0.8,"kl""Ag",4,1,{clog},"{kl""Ag}",1,VB,653.79,0.85,,clog,0.8,K L AA G,4,4,0.5,2.9860332637194964e-06,0.010338385565448631,1.5938055993744202e-18,
clot,4,271,1.8,"kl""At",4,1,{clot},"{kl""At}",1,NN|VB,660.68,0.94,,clot,1.8,K L AA T,4,6,0.4,1.9787624829896135e-05,0.011771586485604354,-2.3777313207389086e-18,
club,4,63264,98.78,"kl""Vb",4,1,{club},"{kl""Vb}",1,NN|VB,547.03,1,,club,98.78,K L AH B,4,1,0.0,0.0,0.00790341785119501,2.8910071692796135e-18,
clue,4,17913,17.61,"kl""u",3,1,{clue},"{kl""u}",1,NN|VB,585.91,1,,clue,17.61,K L UW,4,3,0.3333333333333333,8.101349353383437e-06,0.008877885063304858,-3.717426017628712e-18,
coal,4,4838,6.57,"k""ol",3,1,{coal},"{k""ol}",1,NN,608.29,0.97,,coal,6.57,K OW L,4,6,0.2,1.5469378316923765e-05,0.0130156158832897,1.886486292146522e-18,
coat,4,10295,42.08,"k""ot",3,1,{coat},"{k""ot}",1,NN|VB,688.41,0.94,,coat,42.08,K OW T,4,7,0.14285714285714285,6.786732108909209e-05,0.014202694778194773,-8.317048948180016e-18,
coax,4,2086,0.8,"k""oks",4,1,{coax},"{k""oks}",1,VB,702.88,0.94,,coax,0.8,K OW K S,4,3,0.3333333333333333,8.101349353383437e-06,0.01215789764723329,-4.653127910124538e-18,
coccyx,6,8,0.14,"kAksIks,7,2,NULL,NULL,NULL,NN,1138.08,0.34,,coccyx
cock,4,23323,11.37,kAk",3,1,{cock},"{k""Ak}",1,NN|VB,628.65,1,,cock,11.37,K AA K,4,9,0.4444444444444444,4.024490255681646e-05,0.013845273134439721,-3.871430160063143e-17,
code,4,148173,53.12,"k""od",3,1,{code},"{k""od}",1,NN|VB,658.84,0.97,,code,53.12,K OW D,4,9,0.5,8.201169186871413e-06,0.013713019779125668,-3.7118818202723904e-17,
coed,4,321,0.59,"k""o.Ed",4,2,{co--ed},"{k""o-.-Ed}",2,NN|JJ,755.61,0.97,,coed,0.59,K OW EH D,4,3,0.3333333333333333,5.44005181724536e-06,0.012951400129707075,-1.26724671998002e-18,
chew,4,2861,9.06,"tS""u",2,1,{chew},"{tS""u}",1,VB|NN,583.53,0.94,,chew,9.06,CH UW,4,4,0.16666666666666666,1.1150707029901234e-05,0.010431111775674611,3.4516531145764414e-18,
chic,4,532,2.33,"S""ik",3,1,{chic},"{S""ik}",1,NN,659.42,0.89,,chic,2.33,SH IY K,4,2,1.0,0.0,0.010950802445785696,5.008195769959586e-19,
chin,4,4747,12.69,"tS""In",3,1,{chin},"{tS""In}",1,NN|VB,638.56,0.97,,chin,12.69,CH IH N,4,5,0.2,7.738988243249767e-05,0.012387384726997706,-2.1246358775546223e-18,
chip,4,35544,20.61,"tS""Ip",3,1,{chip},"{tS""Ip}",1,NN|VB,579.38,1,,chip,20.61,CH IH P,4,7,0.14285714285714285,2.630613359526028e-05,0.012062128465293684,-6.7208368253727034e-18,
chop,4,2331,13.61,"tS""Ap",3,1,{chop},"{tS""Ap}",1,NN|VB,639.79,1,,chop,13.61,CH AA P,4,6,0.13333333333333333,5.032933377097381e-05,0.012866157753835875,-4.2322911944080185e-18,
chow,4,3329,6.86,"tS""aU",2,1,{chow},"{tS""aU}",1,NN,674.97,1,,chow,6.86,CH AW,4,5,0.1,1.566288103244834e-05,0.011450303155551095,-1.6890889093745304e-19,
chug,4,253,2.33,"tS""Vg",3,1,{chug},"{tS""Vg}",1,VB,796.22,0.55,,chug,2.33,CH AH G,4,2,0.0,8.101349353383437e-06,0.007020496104542064,-5.389558717456196e-19,
chum,4,301,3.06,"tS""Vm",3,1,{chum},"{tS""Vm}",1,NN|VB,652.23,0.65,,chum,3.06,CH AH M,4,1,0.0,0.0,0.00639679959062466,1.2581580619157383e-18,
cite,4,6151,0.94,"s""aIt",3,1,{cite},"{s""aIt}",1,VB,652.92,0.76,,cite,0.94,S AY T,4,6,0.4,1.3578610210444836e-05,0.012279769115228814,-1.495755702241421e-17,
city,4,102007,169.1,"s""I.4i",4,2,{city},"{s""I.4i}",1,NN,578.52,0.97,,city,169.1,S IH T IY,4,2,0.0,3.50176253531825e-06,0.010542424844537233,-3.0823536828837567e-18,
clad,4,876,0.2,"kl""ad",4,1,{clad},"{kl""ad}",1,VB|JJ,629.5,0.73,,clad,0.2,K L AE D,4,7,0.47619047619047616,1.77682550299221e-05,0.011248436890321008,6.787366558466966e-19,
clam,4,768,3.92,"kl""am",4,1,{clam},"{kl""am}",1,NN|VB,635.13,0.94,,clam,3.92,K L AE M,4,7,0.47619047619047616,2.44171809738972e-05,0.01120727403270822,1.4921326804165663e-18,
cave,4,7507,13.98,"k""ev",3,1,{cave},"{k""ev}",1,NN|VB,603.59,0.94,,cave,13.98,K EY V,4,14,0.3956043956043956,1.1773847673245354e-05,0.014072175297923416,-2.2189455547645124e-16,
cell,4,16077,54.35,"s""El",3,1,{cell},"{s""El}",1,NN,625.87,1,,cell,54.35,S EH L,4,9,0.7777777777777778,4.601546219847057e-06,0.013857802793384916,-1.3217397102752295e-17,
cent,4,6305,9.47,"s""Ent",4,1,{cent},"{s""Ent}",1,NN,675.97,1,,cent,9.47,S EH N T,4,6,0.6666666666666666,1.5925566180055453e-05,0.0141501975235087,8.091999794150626e-18,
chap,4,1620,6.35,"tS""ap",3,1,{chap},"{tS""ap}",1,NN|VB,757.55,0.94,,chap,6.35,CH AE P,4,7,0.23809523809523808,3.0864466998233285e-05,0.012180463014734454,1.6330930606366239e-18,
char,4,19943,1.41,"tS""Ar",3,1,{char},"{tS""Ar}",1,VB|NN,1044.36,0.32,,char,1.41,CH AA R,4,4,0.5,8.101349353383437e-06,0.011376576587437095,2.9118414547616462e-18,
chat,4,11998,16.27,"tS""at",3,1,{chat},"{tS""at}",1,NN|VB,580.76,0.97,,chat,16.27,CH AE T,4,6,0.26666666666666666,5.148267804186239e-05,0.012944101510304592,4.7030923499829355e-18,
chef,4,1418,11.88,"S""Ef",3,1,{chef},"{S""Ef}",1,NN,632.84,0.94,,chef,11.88,SH EH F,4,1,0.0,0.0,0.009111189262211623,-1.6183264102429427e-18,
cape,4,5458,8.24,"k""ep",3,1,{cape},"{k""ep}",1,NN,634.97,0.91,,cape,8.24,K EY P,4,11,0.43636363636363634,1.5710545468434398e-05,0.014044211635607151,-1.7095698869968435e-16,
card,4,222822,85.43,"k""Ard",4,1,{card},"{k""Ard}",1,NN,605.09,0.97,,card,85.43,K AA R D,4,10,0.3111111111111111,2.3800237262892163e-05,0.014995468013732983,-7.055593410738005e-17,
cardsharp,9,0,0.06,"kArd%SArp,8,2,NULL,NULL,NULL,NN,1037.4,0.38,,cardsharp
care,4,104469,485.25,kEr",3,1,{care},"{k""Er}",1,NN|VB,580.03,0.97,,care,485.25,K EH R,4,20,0.2789473684210526,8.952815412862593e-05,0.01563867787576885,-3.799779970806332e-16,
carp,4,652,0.76,"k""Arp",4,1,{carp},"{k""Arp}",1,VB|NN,782.28,0.76,,carp,0.76,K AA R P,4,7,0.19047619047619047,6.799550535542153e-05,0.014745182558199645,-5.604912415693576e-17,
cart,4,5925,9.04,"k""Art",4,1,{cart},"{k""Art}",1,NN|VB,626.97,0.94,,cart,9.04,K AA R T,4,11,0.2545454545454545,4.185415599943198e-05,0.015287393098193342,-8.069373042828725e-17,
case,4,199506,282.41,"k""es",3,1,{case},"{k""es}",1,NN|VB,543.14,0.97,,case,282.41,K EY S,4,13,0.34615384615384615,4.661044594195768e-05,0.01450311484137995,-2.2329781426687276e-16,
cash,4,39508,72.43,"k""aS",3,1,{cash},"{k""aS}",1,NN|VB,593.2,0.97,,cash,72.43,K AE SH,4,11,0.5636363636363636,2.4790527026018467e-05,0.013367849922907318,-2.6267347501416824e-16,
cask,4,248,0.12,"k""ask",4,1,{cask},"{k""ask}",1,NN,681.5,0.53,,cask,0.12,K AE S K,4,6,0.4,7.95602287828828e-06,0.013684425457274647,-8.34690734674412e-17,
cast,4,24385,23.14,"k""ast",4,1,{cast},"{k""ast}",1,NN|VB,598.84,1,,cast,23.14,K AE S T,4,13,0.2564102564102564,6.0691726036739734e-05,0.014898205370543536,-1.245382403843961e-16,
burn,4,12496,55.22,"b""3`n",3,1,{burn},"{b""3`n}",1,VB|NN,587.13,0.94,,burn,55.22,B AH R N,4,6,0.26666666666666666,3.1381863733049855e-05,0.013621531878449515,-1.0339461817454327e-17,
burr,4,942,0.69,"b""3`",2,1,{burr},"{b""3`}",1,NN,855.39,0.68,,burr,0.69,B AH R,4,4,0.5,8.99521206066053e-07,0.012219342002944805,-5.188244791408661e-18,
bury,4,2411,20.67,"b""E.ri",4,2,{bury},"{b""E.ri}",1,VB|NN,671.94,0.94,,bury,20.67,B EH R IY,4,7,0.23809523809523808,1.7327877896524138e-05,0.012527574655050722,-4.0995270043935886e-19,
bush,4,10889,14.12,"b""US",3,1,{bush},"{b""US}",1,NN,599.47,1,,bush,14.12,B UH SH,4,8,0.4642857142857143,1.1218791898403444e-05,0.012500303744237006,-2.5919733355655853e-17,
bust,4,3078,27.57,"b""Vst",4,1,{bust},"{b""Vst}",1,NN|VB|JJ,600.48,0.97,,bust,27.57,B AH S T,4,13,0.32051282051282054,6.008997943992118e-05,0.014087278828601961,-1.9333364507671723e-18,
busy,4,19614,106.53,"b""I.zi",4,2,{busy},"{b""I.zi}",1,JJ,601.53,0.97,,busy,106.53,B IH Z IY,4,5,0.4,1.438429551675168e-05,0.012522452299324244,-3.078388482673709e-18,
butt,4,10344,38.57,"b""Vt",3,1,{butt},"{b""Vt}",1,NN|VB,658.97,1,,butt,38.57,B AH T,4,3,0.3333333333333333,2.2027980715236254e-06,0.012209599005998934,7.338886967851096e-19,
buzz,4,3746,15.96,"b""Vz",3,1,{buzz},"{b""Vz}",1,NN|VB,589.03,1,,buzz,15.96,B AH Z,4,1,0.0,0.0,5.6341202321257534e-05,1.3701815902431993e-18,
cafe,4,4444,5.06,"ka.f""e",4,2,{cafe},"{ka.f""e}",1,NN,653.88,1,,cafe,5.06,K AE F EY,4,8,0.75,1.650961469803436e-06,0.013708927561943,-1.5033682642590582e-16,
cage,4,8498,20.27,"k""edZ",3,1,{cage},"{k""edZ}",1,NN,588.03,0.94,,cage,20.27,K EY JH,4,11,0.4909090909090909,5.3643716464191565e-06,0.013912361072099028,-2.0036760513331168e-16,
cake,4,6250,45.06,"k""ek",3,1,{cake},"{k""ek}",1,NN|VB,563.53,1,,cake,45.06,K EY K,4,16,0.4083333333333333,1.665372994342195e-05,0.014213680773536817,-3.1517132170556733e-16,
calf,4,1478,2.96,"k""af",3,1,{calf},"{k""af}",1,NN,636.32,0.91,,calf,2.96,K AE F,4,3,0.3333333333333333,4.444228134087115e-08,0.011786687943571775,1.0067219452470089e-18,
call,4,241962,861.39,"k""Ol",3,1,{call},"{k""Ol}",1,VB|NN,580.06,0.94,,call,861.39,K AO L,4,11,0.5272727272727272,1.4449881864767749e-05,0.014029200262657198,-8.575715012645158e-18,
calm,4,6300,89.04,"k""Am",3,1,{calm},"{k""Am}",1,JJ|NN|VB,587.15,1,,calm,89.04,K AA M,4,3,0.3333333333333333,4.1744040506255523e-07,0.012124205927704143,-3.2263207007898204e-18,
camp,4,15938,51.22,"k""amp",4,1,{camp},"{k""amp}",1,NN|VB,652.91,1,,camp,51.22,K AE M P,4,6,0.6666666666666666,3.2477733989164025e-05,0.012762499308256977,-8.219332561559296e-18,
cane,4,5405,8.33,"k""en",3,1,{cane},"{k""en}",1,NN|VB,613.1,0.88,,cane,8.33,K EY N,4,14,0.34065934065934067,3.474673969141948e-05,0.0148165187099084,-2.2813953011027085e-16,
brig,4,744,3.04,"br""Ig",4,1,{brig},"{br""Ig}",1,NN,922.23,0.38,,brig,3.04,B R IH G,4,2,0.0,3.50315440898979e-06,0.00980651430463678,5.4743206437291325e-19,
brim,4,395,0.88,"br""Im",4,1,{brim},"{br""Im}",1,NN|VB,702.32,0.67,,brim,0.88,B R IH M,4,4,0.5,2.5737575102300034e-06,0.00952885630783468,-4.550601832143795e-19,
brow,4,804,1.84,"br""aU",3,1,{brow},"{br""aU}",1,NN,586.47,1,,brow,1.84,B R AW,4,5,0.3,7.560370710704644e-06,0.010415738864090465,1.9951515124629632e-18,
buck,4,6798,33.75,"b""Vk",3,1,{buck},"{b""Vk}",1,NN|VB,701.29,0.97,,buck,33.75,B AH K,4,9,0.4444444444444444,1.6324744704694278e-05,0.0131893816422828,-2.638744969705585e-17,
buff,4,1700,2.49,"b""Vf",3,1,{buff},"{b""Vf}",1,NN|VB,683.41,0.91,,buff,2.49,B AH F,4,3,1.0,0.0,0.00018029184742802411,-9.962975031675409e-19,
bulb,4,3246,3.92,"b""Vlb",4,1,{bulb},"{b""Vlb}",1,NN,694.48,0.91,,bulb,3.92,B AH L B,4,2,1.0,0.0,0.012292913101437247,-8.87277873502562e-19,
bulk,4,7028,1.9,"b""Vlk",4,1,{bulk},"{b""Vlk}",1,NN|VB,662.81,0.94,,bulk,1.9,B AH L K,4,8,0.14285714285714285,2.1947283937904725e-05,0.013440203703941191,-1.7370297081302338e-17,
bull,4,8305,27.51,"b""Ul",3,1,{bull},"{b""Ul}",1,NN,584.25,0.97,,bull,27.51,B UH L,4,13,0.32051282051282054,4.430935699286935e-05,0.014367041832703986,-3.1184568578752946e-17,
bump,4,2682,12.35,"b""Vmp",4,1,{bump},"{b""Vmp}",1,NN|VB,615.38,1,,bump,12.35,B AH M P,4,6,1.0,0.0,0.010270202606767491,-6.641242564644195e-19,
bunk,4,1071,6.27,"b""VNk",4,1,{bunk},"{b""VNk}",1,NN|VB,640.77,0.91,,bunk,6.27,B AH NG K,4,9,0.3055555555555556,2.5504911994754423e-05,0.013507384963266979,-7.162989252933135e-18,
bunt,4,186,0.8,"b""Vnt",4,1,{bunt},"{b""Vnt}",1,NN,843.04,0.76,,bunt,0.8,B AH N T,4,8,0.25,3.896232930174302e-05,0.0140184974855267,-5.081247591223326e-18,
buoy,4,164,1.18,"b""u.i",3,2,{buoy},"{b""u.i}",1,VB,952.95,0.57,,buoy,1.18,B UW IY,4,2,1.0,0.0,0.011284356733006878,-2.3290967511444036e-18,
bond,4,12955,31.27,"b""And",4,1,{bond},"{b""And}",1,NN|VB,587.42,0.97,,bond,31.27,B AA N D,4,9,0.19444444444444445,6.249693873225571e-05,0.014740451230569867,-2.136958008218559e-17,
bone,4,16063,26.06,"b""on",3,1,{bone},"{b""on}",1,NN|VB,655.85,0.97,,bone,26.06,B OW N,4,10,0.3111111111111111,4.006064337170613e-05,0.014364795578508753,-2.5354286277789903e-17,
bony,4,247,1.2,"b""on.i",4,2,{bone}>y>,"{b""on}.>i>",2,JJ,689.38,0.79,,bony,1.2,B OW N IY,4,7,0.2857142857142857,2.5936388070243878e-05,0.013002721839816302,-4.962495347819209e-18,
book,4,190905,176.98,"b""Uk",3,1,{book},"{b""Uk}",1,NN|VB,521.94,1,,book,176.98,B UH K,4,8,0.42857142857142855,1.1825267374187687e-05,0.013629614674401718,-3.901887552992695e-17,
boom,4,4284,21.8,"b""um",3,1,{boom},"{b""um}",1,NN|VB,653.45,0.94,,boom,21.8,B UW M,4,8,0.42857142857142855,8.184271378634676e-06,0.013151622175800456,-3.941187378804024e-17,
boomtown,8,91,0.1,"bum%taUn,6,2,NULL,NULL,NULL,NULL,883.7,0.61,,boomtown
boon,4,2284,2.12,bun",3,1,{boon},"{b""un}",1,NN,770.17,0.56,,boon,2.12,B UW N,4,9,0.3333333333333333,6.167326734097255e-05,0.014070020294049308,-4.609453642473499e-17,
boor,4,162,0.06,"b""Ur",3,1,{boor},"{b""Ur}",1,NN,720.33,0.44,,boor,0.06,B UH R,4,8,0.32142857142857145,2.10211415588569e-05,0.013567222758437978,-3.493912439319535e-17,
boot,4,43868,11.14,"b""ut",3,1,{boot},"{b""ut}",1,NN|VB,531.09,0.97,,boot,11.14,B UW T,4,15,0.2857142857142857,0.00011790998359979433,0.014840451061240831,-1.039607229381289e-16,
bore,4,3598,7.75,"b""Or",3,1,{bore},"{b""Or}",1,VB|NN,740.19,0.91,,bore,7.75,B OW R,4,11,0.4,4.889269710755794e-05,0.015346122017728744,-7.714739670430319e-17,
born,4,35181,83.69,"b""Orn",4,1,{born},"{b""Orn}",1,VB|JJ,584.21,1,,born,83.69,B AO R N,4,6,0.13333333333333333,7.297095239547822e-05,0.014553656347242514,-1.665263510883395e-17,
boss,4,10002,124.29,"b""Os",3,1,{boss},"{b""Os}",1,NN|VB,595.69,1,,boss,124.29,B AO S,4,6,0.4666666666666667,7.793324341933563e-06,0.012629172855002336,-7.816503984679087e-18,
both,4,296623,295.33,"b""oT",3,1,{both},"{b""oT}",1,minor,599.12,1,,both,295.33,B OW TH,4,2,0.0,3.174509934711378e-09,0.009869720971118486,1.8465391250012027e-18,
bout,4,5608,19.1,"b""aUt",3,1,{bout},"{b""aUt}",1,NN,710.77,0.71,,bout,19.1,B AW T,4,5,0.4,1.975737427904016e-05,0.013887127043552295,-2.010379396958675e-17,
bowl,4,10720,21.45,"b""ol",3,1,{bowl},"{b""ol}",1,NN|VB,602.03,0.94,,bowl,21.45,B OW L,4,5,0.3,1.038936503327055e-05,0.012041577001329226,2.7132526212933266e-18,
boxy,4,122,0.18,"b""Aks.i",5,2,{box}>y>,"{b""Aks}.>i>",2,JJ,759,0.59,,boxy,0.18,B AA K S IY,4,3,1.0,0.0,0.011120459031728636,-2.0726535226652058e-18,
Brad,4,12450,30.22,"br""ad",4,1,{brad},"{br""ad}",1,NN,666.65,0.94,,brad,30.22,B R AE D,4,6,0.4,6.614763193155965e-05,0.012566985709224729,-8.207154944099072e-18,
brae,4,124,0.08,"br""e",3,1,{brae},"{br""e}",1,NN,583.83,0.18,,brae,0.08,B R EY,4,4,1.0,0.0,0.010879482832462047,4.222446681477978e-18,
brag,4,1165,3.51,"br""ag",4,1,{brag},"{br""ag}",1,VB,675.5,0.94,,brag,3.51,B R AE G,4,7,0.3333333333333333,3.1923461372705495e-05,0.011132586031763236,1.2398002956690793e-18,
bran,4,594,1.31,"br""an",4,1,{bran},"{br""an}",1,NN,713.67,0.56,,bran,1.31,B R AE N,4,5,0.6,1.6723003215218753e-05,0.011788200220700793,-3.221650455990809e-18,
bray,4,761,0.39,"br""e",3,1,{bray},"{br""e}",1,VB|NN,729.07,0.42,,bray,0.39,B R EY,4,8,0.42857142857142855,2.017625618099889e-05,0.011098965030217683,-4.8440664672166985e-18,
brew,4,2988,2.51,"br""u",3,1,{brew},"{br""u}",1,VB|NN,679.56,1,,brew,2.51,B R UW,4,2,0.0,1.1777801656274997e-07,0.009158416319790868,-3.980238513815683e-18,
bite,4,8162,40.78,"b""aIt",3,1,{bite},"{b""aIt}",1,NN|VB,576.55,0.94,,bite,40.78,B AY T,4,6,0.4666666666666667,7.871391229234377e-06,0.012746563890141784,-3.003320935722743e-17,
blab,4,109,0.57,"bl""ab",4,1,{blab},"{bl""ab}",1,VB|NN,752.72,0.74,,blab,0.57,B L AE B,4,2,0.0,7.248303054125015e-07,0.010583715300096993,-3.825355149537417e-18,
blip,4,323,0.8,"bl""Ip",4,1,{blip},"{bl""Ip}",1,NN|VB,711.62,0.42,,blip,0.8,B L IH P,4,3,1.0,0.0,0.01021425597778121,-6.808772463320786e-18,
blob,4,1170,1.18,"bl""Ab",4,1,{blob},"{bl""Ab}",1,NN|VB,668.4,0.86,,blob,1.18,B L AA B,4,5,0.3,4.794546422869863e-06,0.011236056318960743,-2.460173883649844e-18,
blot,4,529,0.94,"bl""At",4,1,{blot},"{bl""At}",1,NN|VB,586.8,0.88,,blot,0.94,B L AA T,4,7,0.2857142857142857,6.138859310637967e-05,0.012962363504534705,-1.7299957228007937e-17,
blow,4,16920,97.57,"bl""o",3,1,{blow},"{bl""o}",1,NN|VB,619.12,1,,blow,97.57,B L OW,4,8,0.32142857142857145,1.803772748345164e-05,0.011327485207760078,-6.618544566564852e-18,
blue,4,89005,102.39,"bl""u",3,1,{blue},"{bl""u}",1,JJ|NN,573.65,1,,blue,102.39,B L UW,4,3,0.3333333333333333,8.101349353383437e-06,0.008877885063304858,4.495985404678956e-18,
blur,4,1628,2.14,"bl""3`",3,1,{blur},"{bl""3`}",1,NN|VB,610.94,0.97,,blur,2.14,B L AH R,4,1,0.0,0.0,0.00790341785119501,-2.1768026543408273e-18,
boar,4,414,2.18,"b""Or",3,1,{boar},"{b""Or}",1,NN,681.7,0.94,,boar,2.18,B OW R,4,5,0.1,2.0724522318030038e-05,0.013227358554584219,-1.5272758044619932e-17,
boat,4,15857,95.78,"b""ot",3,1,{boat},"{b""ot}",1,NN,549.78,1,,boat,95.78,B OW T,4,7,0.19047619047619047,4.572694843949214e-05,0.014418900269953232,-9.855848088863806e-18,
bode,4,601,0.47,"b""od",3,1,{bode},"{b""od}",1,VB,803.86,0.67,,bode,0.47,B OW D,4,7,0.19047619047619047,1.9652302827127328e-05,0.013680350285905597,-1.9515723428871144e-17,
body,4,116235,195.53,"b""A.4i",4,2,{body},"{b""A.4i}",1,NN,577.58,1,,body,195.53,B AA D IY,4,4,0.5,5.3317196335168075e-06,0.011964739226480269,-5.205409360448938e-18,
bogy,4,9,0.02,"b""o.gi",4,2,{bogy},"{b""o.gi}",1,NN,938.43,0.21,,bogy,0.02,B OW G IY,4,4,0.5,8.101349353383437e-06,0.011121805171303956,-7.46844780070007e-18,
boil,4,3837,5.94,"b""OIl",3,1,{boil},"{b""OIl}",1,VB|NN,625.8,1,,boil,5.94,B OY L,4,7,0.47619047619047616,7.55665700572415e-06,0.012785587603693568,7.027162550303296e-18,
bold,4,5486,7.55,"b""old",4,1,{bold},"{b""old}",1,JJ,531.26,1,,bold,7.55,B OW L D,4,9,0.3055555555555556,5.187942749464837e-05,0.015047041028519816,-1.6680884807669716e-17,
bolo,4,1702,0.71,"b""o.lo",4,2,{bolo},"{b""o.lo}",1,NN,669.5,0.06,,bolo,0.71,B OW L OW,4,5,0.4,1.5743073937602763e-05,0.013937686972108917,-6.975313877068731e-18,
bolt,4,7295,6.88,"b""olt",4,1,{bolt},"{b""olt}",1,NN|VB,704.33,1,,bolt,6.88,B OW L T,4,9,0.19444444444444445,7.182461092251402e-05,0.014903038527192537,-3.31791277453357e-17,
bomb,4,15377,53.65,"b""Am",3,1,{bomb},"{b""Am}",1,NN|VB,602.45,0.97,,bomb,53.65,B AA M,4,3,1.0,0.0,0.010354697680620082,1.5972406513904014e-18,
bell,4,24815,39.33,"b""El",3,1,{bell},"{b""El}",1,NN,560.75,1,,bell,39.33,B EH L,4,12,0.4696969696969697,5.730477267205182e-05,0.01512880495968088,-1.9924062108380287e-17,
belt,4,10820,24.35,"b""Elt",4,1,{belt},"{b""Elt}",1,NN,595.88,1,,belt,24.35,B EH L T,4,10,0.26666666666666666,6.858789238486286e-05,0.015483187145288504,2.2816346892687536e-17,
bend,4,6891,15.06,"b""End",4,1,{bend},"{b""End}",1,NN|VB,545.82,1,,bend,15.06,B EH N D,4,10,0.28888888888888886,9.957189693234763e-05,0.014990574729995428,-1.4491089997879924e-17,
bent,4,8475,7.22,"b""Ent",4,1,{bent},"{b""Ent}",1,VB|NN|JJ,605.73,1,,bent,7.22,B EH N T,4,11,0.2909090909090909,7.749037514478491e-05,0.01512133517448025,2.634598186972972e-17,
berg,4,1871,1.55,"b""3`g",3,1,{berg},"{b""3`g}",1,NN,757,0.5,,berg,1.55,B AH R G,4,0,0.0,0.0,0.0,-9.101510628276304e-19,
best,4,269708,404.37,"b""Est",4,1,{best},"{b""Est}",1,JJ|RB,540.44,0.97,,best,404.37,B EH S T,4,14,0.46153846153846156,8.662360913637779e-05,0.014990574729995428,1.1847800046336631e-16,
bias,4,9171,1.61,"b""aI@s",4,1,{bias},"{b""aI@s}",1,NN|VB,694.56,0.97,,bias,1.61,B AY AH S,4,0,0.0,0.0,0.0,1.0719607510355229e-18,
