Word,Length,Freq_HAL,SUBTLWF,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Mean_Accuracy,X,Item
Bismarck,8,409,2,b"Iz.mArk,7,2,{bismarck},{b"Iz.mArk},1,NN,899.7,0.79,,bismarck
bison,5,1083,0.33,b"aI.sn=,4,2,{bison},{b"aI.sn=},1,NN,820.71,0.91,,bison
bisque,6,110,0.39,b"Isk,4,1,{bisque},{b"Isk},1,NN,760.77,0.67,,bisque
bistro,6,195,0.9,b"I.stro,6,2,{bistro},{b"I.stro},1,NN,716.12,0.76,,bistro
bit,3,159206,235.04,b"It,3,1,{bit},{b"It},1,NN|VB,603.48,1,,bit
bitch,5,9406,168.8,b"ItS,3,1,{bitch},{b"ItS},1,NN|VB,646.25,1,,bitch
bite,4,8162,40.78,b"aIt,3,1,{bite},{b"aIt},1,NN|VB,576.55,0.94,,bite
biter,5,109,0.57,b"aI4.@`,4,2,{bite}>er>,{b"aI4}.>@`>,2,NN,879.44,0.56,,biter
bites,5,2886,5.49,b"aIts,4,1,{bite}>s>,{b"aIt}>s>,2,NN|VB,660.88,1,,bites
biting,6,2397,4.9,b"aI4.IN,5,2,{bite}>ing>,{b"aI4}.>IN>,2,VB,758.97,0.91,,biting
bits,4,23833,10.76,b"Its,4,1,{bit}>s>,{b"It}>s>,2,NN,656.97,1,,bits
bitten,6,1324,3.69,b"It.n=,4,2,{bit}>en>,{b"It}.>n=>,2,VB,714.74,0.91,,bitten
bitter,6,5910,11.14,b"I.4@`,4,2,{bitter},{b"I.4@`},1,JJ,609.97,0.94,,bitter
bitterest,9,36,0.08,b"I.4@`.Ist,7,3,{bitter}>est>,{b"I.4@`}.>Ist>,2,JJ,853.2,0.63,,bitterest
bitterly,8,695,0.76,b"I.4@`.li,6,3,{bitter}>ly>,{b"I.4@`}.>li>,2,RB,781.04,0.79,,bitterly
bitterness,10,1210,1.41,b"I.4@`.n@s,7,3,{bitter}>ness>,{b"I.4@`}.>n@s>,2,NN,668.74,1,,bitterness
bitters,7,130,0.35,b"I.4@`z,5,2,{bitter}>s>,{b"I.4@`}>z>,2,NN,862.78,0.82,,bitters
bittersweet,11,315,0.45,b"I.4@`.sw%it,8,3,{bitter}{sweet},{b"I.4@`}.{sw%it},2,JJ|NN,674.35,0.91,,bittersweet
bivouac,7,42,0.2,b"I.vu.ak,6,3,{bivouac},{b"I.vu.ak},1,NN,844.25,0.12,,bivouac
biweekly,8,532,0.12,baI.w"ik.li,7,3,<bi<{week}>ly>,<baI<.{w"ik}.>li>,3,JJ|RB,905.96,0.74,,biweekly
biz,3,3985,1.86,b"Iz,3,1,{biz},{b"Iz},1,NN,758.82,0.65,,biz
bizarre,7,5944,7.29,bI.z"Ar,5,2,{bizarre},{bI.z"Ar},1,JJ,722.25,1,,bizarre
blab,4,109,0.57,bl"ab,4,1,{blab},{bl"ab},1,VB|NN,752.72,0.74,,blab
blabbed,7,33,0.24,bl"abd,5,1,{blab}>ed>,{bl"ab}>d>,2,VB,808.38,0.88,,blabbed
blabbermouth,12,15,0.55,bl"ab.@`.m%aUT,8,3,{blab}>er>{mouth},{bl"ab}.>@`>.{m%aUT},3,NN,856.09,0.94,,blabbermouth
black,5,160756,167.94,bl"ak,4,1,{black},{bl"ak},1,JJ|NN|VB,658.03,1,,black
blackball,9,48,0.16,bl"ak.b%Ol,7,2,{black}{ball},{bl"ak}.{b%Ol},2,VB|NN,805.67,0.94,,blackball
blackberry,10,130,0.75,bl"ak.b%E.ri,8,3,{black}>berry>,{bl"ak}.>b%E.ri>,2,NN|VB,721.58,1,,blackberry
blackbird,9,562,0.82,bl"ak.b%3`d,7,2,{black}{bird},{bl"ak}.{b%3`d},2,NN,643.23,0.97,,blackbird
blackbirds,10,100,0.2,bl"ak.b%3`dz,8,2,{black}{bird}>s>,{bl"ak}.{b%3`d}>z>,3,NN,673.15,1,,blackbirds
blackboard,10,462,1.18,bl"ak.b%Ord,8,2,{black}{board},{bl"ak}.{b%Ord},2,NN,703.97,1,,blackboard
blacked,7,450,2.2,bl"akt,5,1,{black}>ed>,{bl"ak}>t>,2,VB,805.56,0.93,,blacked
blacken,7,86,0.39,bl"ak.@n,6,2,{black}>en>,{bl"ak}.>@n>,2,VB,760.06,0.89,,blacken
blackened,9,687,0.31,bl"ak.@nd,7,2,{black}>en>>ed>,{bl"ak}.>@n>>d>,3,VB|JJ,720.4,0.88,,blackened
blackest,8,111,0.31,bl"ak.Ist,7,2,{black}>est>,{bl"ak}.>Ist>,2,JJ,964.68,0.74,,blackest
Blackfeet,9,15,0.27,bl"ak.f%it,7,2,{black}{feet},{bl"ak}.{f%it},2,NN,912.31,0.79,,blackfeet
blackhead,9,9,0.08,bl"ak.h%Ed,7,2,{black}{head},{bl"ak}.{h%Ed},2,NN,756.58,1,,blackhead
blacking,8,97,0.51,bl"ak.IN,6,2,{black}>ing>,{bl"ak}.>IN>,2,NN|VB,797.96,0.71,,blacking
blackjack,9,2854,4.08,bl"ak.dZ%ak,7,2,{black}{jack},{bl"ak}.{dZ%ak},2,NN,658.56,1,,blackjack
blacklist,9,485,0.47,bl"ak.l%Ist,8,2,{black}{list},{bl"ak}.{l%Ist},2,NN|VB,715.82,1,,blacklist
blackmail,9,927,7.73,bl"ak.m%el,7,2,{black}{mail},{bl"ak}.{m%el},2,NN|VB,739.42,0.97,,blackmail
blackmailed,11,130,1.92,bl"ak.m%eld,8,2,{black}{mail}>ed>,{bl"ak}.{m%el}>d>,3,VB,761.79,0.97,,blackmailed
blackmailer,11,21,1.06,bl"ak.m%el.@`,8,3,{black}{mail}>er>,{bl"ak}.{m%el}.>@`>,3,NN,916.28,0.91,,blackmailer
blackness,9,487,0.88,bl"ak.n@s,7,2,{black}>ness>,{bl"ak}.>n@s>,2,NN,637.94,1,,blackness
blackout,8,672,4.41,bl"ak.%aUt,6,2,{black}{out},{bl"ak}.{%aUt},2,NN|VB,653.41,1,,blackout
blacks,6,10744,3.33,bl"aks,5,1,{black}>s>,{bl"ak}>s>,2,NN|VB,627.88,0.97,,blacks
blacksmith,10,4749,2.1,bl"ak.sm%IT,8,2,{black}{smith},{bl"ak}.{sm%IT},2,NN,781.25,0.97,,blacksmith
bladder,7,1649,3.96,bl"a.4@`,5,2,{bladder},{bl"a.4@`},1,NN,686.58,0.94,,bladder
blade,5,9592,13,bl"ed,4,1,{blade},{bl"ed},1,NN,542.93,0.94,,blade
blades,6,4321,3.25,bl"edz,5,1,{blade}>s>,{bl"ed}>z>,2,NN,676.12,0.97,,blades
blah,4,12804,13.45,bl"A,3,1,{blah},{bl"A},1,NN|minor,768.29,0.71,,blah
blame,5,17326,58.78,bl"em,4,1,{blame},{bl"em},1,VB|NN,546.31,1,,blame
blamed,6,2789,5.63,bl"emd,5,1,{blame}>ed>,{bl"em}>d>,2,VB,656.19,0.97,,blamed
blameless,9,256,0.41,bl"em.l@s,7,2,{blame}>less>,{bl"em}.>l@s>,2,JJ,673.52,0.91,,blameless
blaming,7,2373,6.94,bl"em.IN,6,2,{blame}>ing>,{bl"em}.>IN>,2,VB,658,0.94,,blaming
blanch,6,92,0.25,bl"antS,5,1,{blanch},{bl"antS},1,VB,787.71,0.77,,blanch
bland,5,1678,1.08,bl"and,5,1,{bland},{bl"and},1,JJ,653.13,0.91,,bland
blandly,7,70,0.02,bl"and.li,7,2,{bland}>ly>,{bl"and}.>li>,2,RB,962.9,0.88,,blandly
blandness,9,55,0.1,bl"and.n@s,8,2,{bland}>ness>,{bl"and}.>n@s>,2,NN,921.16,0.81,,blandness
blank,5,15240,9.71,bl"aNk,5,1,{blank},{bl"aNk},1,JJ|NN,533.03,0.97,,blank
blanket,7,3814,12.98,bl"aN.k@t,7,2,{blanket},{bl"aN.k@t},1,NN,630.48,0.97,,blanket
blanketed,9,110,0.14,bl"aN.k@4.@d,9,3,{blanket}>ed>,{bl"aN.k@4}.>@d>,2,VB,761.63,0.84,,blanketed
blankets,8,1033,5.1,bl"aN.k@ts,8,2,{blanket}>s>,{bl"aN.k@t}>s>,2,NN,673.15,0.97,,blankets
blanks,6,2524,2.82,bl"aNks,6,1,{blank}>s>,{bl"aNk}>s>,2,NN,584.75,0.94,,blanks
blare,5,48,0.39,bl"Er,4,1,{blare},{bl"Er},1,NN|VB,855.73,0.79,,blare
blared,6,69,0.02,bl"Erd,5,1,{blare}>ed>,{bl"Er}>d>,2,VB,794.16,0.91,,blared
blaring,7,222,1.73,bl"Er.IN,6,2,{blare}>ing>,{bl"Er}.>IN>,2,VB,643.29,0.88,,blaring
blarney,7,71,0.31,bl"Ar.ni,6,2,{blarney},{bl"Ar.ni},1,NN,831.53,0.5,,blarney
blase,5,150,0.02,blA.z"e,5,2,{blase},{blA.z"e},1,JJ|NN,794.85,0.39,,blase
blaspheme,9,110,0.27,blas.f"im,7,2,{blaspheme},{blas.f"im},1,VB,975.96,0.76,,blaspheme
blasphemed,10,74,0.08,blas.f"imd,8,2,{blaspheme}>ed>,{blas.f"im}>d>,2,VB,939,0.69,,blasphemed
blasphemer,10,122,0.27,blas.f"im.@`,8,3,{blaspheme}>er>,{blas.f"im}.>@`>,2,NN,859.76,0.52,,blasphemer
blasphemies,11,28,0.04,bl"as.f@m.iz,9,3,{blaspheme}>y>>s>,{bl"as.f@m$}.>i>>z>,3,NN,1086.82,0.69,,blasphemies
blasphemous,11,445,0.43,bl"as.f@m.@s,9,3,{blaspheme}>ous>,{bl"as.f@m$}.>@s>,2,JJ,886.08,0.81,,blasphemous
blasphemy,9,1496,1.47,bl"as.f@m.i,8,3,{blaspheme}>y>,{bl"as.f@m}.>i>,2,NN,804.84,0.94,,blasphemy
blast,5,18943,16.18,bl"ast,5,1,{blast},{bl"ast},1,NN|VB,598.09,1,,blast
blasted,7,1574,4.49,bl"ast.@d,7,2,{blast}>ed>,{bl"ast}.>@d>,2,VB,633.06,1,,blasted
blasting,8,1844,1.94,bl"ast.IN,7,2,{blast}>ing>,{bl"ast}.>IN>,2,VB|NN,672.15,0.97,,blasting
blasts,6,1449,0.92,bl"asts,6,1,{blast}>s>,{bl"ast}>s>,2,NN|VB,684.43,1,,blasts
blatant,7,3260,1.14,bl"e.tn=t,6,2,{blatant},{bl"e.tn=t},1,JJ,732.79,0.69,,blatant
blather,7,442,0.27,bl"a.D@`,5,2,{blather},{bl"a.D@`},1,VB,713.89,0.26,,blather
blaze,5,4591,2.1,bl"ez,4,1,{blaze},{bl"ez},1,NN|VB,584.62,0.97,,blaze
blazed,6,167,0.33,bl"ezd,5,1,{blaze}>ed>,{bl"ez}>d>,2,VB,643.15,0.97,,blazed
blazer,6,901,1.22,bl"ez.@`,5,2,{blaze}>er>,{bl"ez}.>@`>,2,NN,590.03,1,,blazer
blazing,7,2947,1.82,bl"ez.IN,6,2,{blaze}>ing>,{bl"ez}.>IN>,2,VB|JJ|NN,638.59,1,,blazing
bleach,6,1319,2.31,bl"itS,4,1,{bleach},{bl"itS},1,NN|VB,587.52,1,,bleach
bleached,8,250,0.96,bl"itSt,5,1,{bleach}>ed>,{bl"itS}>t>,2,JJ,716.12,0.97,,bleached
bleachers,9,245,1.16,bl"itS.@`z,6,2,{bleach}>er>>s>,{bl"itS}.>@`>>z>,3,NN,745.16,0.97,,bleachers
bleaching,9,254,0.47,bl"itS.IN,6,2,{bleach}>ing>,{bl"itS}.>IN>,2,VB,642.73,0.97,,bleaching
bleak,5,723,1.08,bl"ik,4,1,{bleak},{bl"ik},1,JJ,701.83,0.77,,bleak
bleary,6,61,0.04,bl"I.ri,5,2,{bleary},{bl"I.ri},1,JJ,741.71,0.4,,bleary
bleat,5,128,0.12,bl"it,4,1,{bleat},{bl"it},1,VB|NN,770.39,0.7,,bleat
bleating,8,187,0.24,bl"i4.IN,6,2,{bleat}>ing>,{bl"i4}.>IN>,2,VB,822.47,0.44,,bleating
bleats,6,46,0.08,bl"its,5,1,{bleat}>s>,{bl"it}>s>,2,VB|NN,787.38,0.38,,bleats
bled,4,530,3.94,bl"Ed,4,1,{bled},{bl"Ed},1,VB,639.69,0.85,,bled
bleed,5,2526,10.1,bl"id,4,1,{bleed},{bl"id},1,VB,627.39,1,,bleed
bleeding,8,4309,29.73,bl"i4.IN,6,2,{bleed}>ing>,{bl"i4}.>IN>,2,VB|NN,701.12,1,,bleeding
bleedings,9,10,0.06,bl"i4.INz,7,2,{bleed}>ing>>s>,{bl"i4}.>IN>>z>,3,NN,693.45,0.97,,bleedings
bleeds,6,520,1.47,bl"idz,5,1,{bleed}>s>,{bl"id}>z>,2,VB,646.5,0.94,,bleeds
bleep,5,128,2.67,bl"ip,4,1,{bleep},{bl"ip},1,NN|VB,701.29,0.88,,bleep
bleeps,6,53,0.67,bl"ips,5,1,{bleep}>s>,{bl"ip}>s>,2,VB|NN,832.96,0.82,,bleeps
blemish,7,244,0.59,bl"E.mIS,6,2,{blemish},{bl"E.mIS},1,NN,635.58,1,,blemish
blemishes,9,289,0.24,bl"E.mIS.@z,8,3,{blemish}>s>,{bl"E.mIS}.>@z>,2,NN|VB,671.56,1,,blemishes
blend,5,3255,4.27,bl"End,5,1,{blend},{bl"End},1,NN|VB,594.88,1,,blend
blended,7,860,0.75,bl"En4.@d,7,2,{blend}>ed>,{bl"En4}.>@d>,2,JJ,693,1,,blended
blender,7,972,1.67,bl"En4.@`,6,2,{blend}>er>,{bl"En4}.>@`>,2,NN,658,1,,blender
blending,8,905,0.51,bl"En4.IN,7,2,{blend}>ing>,{bl"En4}.>IN>,2,VB|NN,694.09,0.97,,blending
blends,6,659,0.27,bl"Endz,6,1,{blend}>s>,{bl"End}>z>,2,NN|VB,600.31,0.97,,blends
bless,5,3927,35.06,bl"Es,4,1,{bless},{bl"Es},1,VB,595.82,0.97,,bless
blessed,7,5749,13.8,bl"Es.@d,6,2,{bless}>ed>,{bl"Es}.>@d>,2,JJ,580.12,1,,blessed
blessing,8,6964,9.71,bl"Es.IN,6,2,{bless}>ing>,{bl"Es}.>IN>,2,NN|VB,588.41,1,,blessing
blessings,9,2071,4.04,bl"Es.INz,7,2,{bless}>ing>>s>,{bl"Es}.>IN>>z>,3,NN,681.87,0.97,,blessings
blest,5,30,0.1,bl"Est,5,1,{bles--t},{bl"Es--t},2,VB|JJ,1059,0.3,,blest
blew,4,5337,31.57,bl"u,3,1,{blew},{bl"u},1,VB,673.06,0.97,,blew
blight,6,1971,0.57,bl"aIt,4,1,{blight},{bl"aIt},1,NN|VB,756.72,0.76,,blight
blighted,8,85,0.12,bl"aI4.@d,6,2,{blight}>ed>,{bl"aI4}.>@d>,2,VB,732.48,0.7,,blighted
blimey,6,156,1.16,bl"aI.mi,5,2,{blimey},{bl"aI.mi},1,minor,842.22,0.26,,blimey
blimp,5,317,1.04,bl"Imp,5,1,{blimp},{bl"Imp},1,NN,728.45,0.91,,blimp
blind,5,13559,45.82,bl"aInd,5,1,{blind},{bl"aInd},1,JJ|NN|VB,537.37,1,,blind
blinded,7,2269,3.71,bl"aIn4.@d,7,2,{blind}>ed>,{bl"aIn4}.>@d>,2,VB,683.36,1,,blinded
blinders,8,321,0.47,bl"aIn4.@`z,7,2,{blind}>er>>s>,{bl"aIn4}.>@`>>z>,3,NN,732.9,0.88,,blinders
blindfold,9,610,1.73,bl"aInd.f%old,9,2,{blind}{fold},{bl"aInd}.{f%old},2,NN|VB,685.61,1,,blindfold
blindfolded,11,555,1.2,bl"aInd.f%old.@d,11,3,{blind}{fold}>ed>,{bl"aInd}.{f%old}.>@d>,3,VB,792,1,,blindfolded
blinding,8,811,1.47,bl"aIn4.IN,7,2,{blind}>ing>,{bl"aIn4}.>IN>,2,JJ|VB,735.47,0.94,,blinding
blindly,7,2137,1.1,bl"aInd.li,7,2,{blind}>ly>,{bl"aInd}.>li>,2,RB,722.03,1,,blindly
blindness,9,1337,1.31,bl"aInd.n@s,8,2,{blind}>ness>,{bl"aInd}.>n@s>,2,NN,652.4,1,,blindness
blinds,6,702,2.14,bl"aIndz,6,1,{blind}>s>,{bl"aInd}>z>,2,NN|VB,642.23,0.94,,blinds
blink,5,2056,5.06,bl"INk,5,1,{blink},{bl"INk},1,VB|NN,557.57,1,,blink
blinked,7,560,1.27,bl"INkt,6,1,{blink}>ed>,{bl"INk}>t>,2,VB,677.91,1,,blinked
blinkers,8,70,0.24,bl"INk.@`z,7,2,{blink}>er>>s>,{bl"INk}.>@`>>z>,3,NN,735.41,0.97,,blinkers
blinking,8,2036,2.22,bl"INk.IN,7,2,{blink}>ing>,{bl"INk}.>IN>,2,JJ|VB,656.76,0.97,,blinking
blip,4,323,0.8,bl"Ip,4,1,{blip},{bl"Ip},1,NN|VB,711.62,0.42,,blip
blips,5,103,0.1,bl"Ips,5,1,{blip}>s>,{bl"Ip}>s>,2,NN|VB,846.21,0.58,,blips
bliss,5,2218,3.14,bl"Is,4,1,{bliss},{bl"Is},1,NN,627.69,0.94,,bliss
blissful,8,423,0.53,bl"Is.fl=,6,2,{bliss}>ful>,{bl"Is}.>fl=>,2,JJ,733.16,0.91,,blissful
blister,7,423,0.94,bl"I.st@`,6,2,{blister},{bl"I.st@`},1,NN|VB,658.84,0.97,,blister
blistered,9,126,0.24,bl"I.st@`d,7,2,{blister}>ed>,{bl"I.st@`}>d>,2,VB|JJ,735.85,0.97,,blistered
blisters,8,414,1.37,bl"I.st@`z,7,2,{blister}>s>,{bl"I.st@`}>z>,2,NN|VB,592.12,1,,blisters
blithe,6,197,0.22,bl"aID,4,1,{blithe},{bl"aID},1,JJ,715.55,0.63,,blithe
blithely,8,368,0.25,bl"aID.li,6,2,{blithe}>ly>,{bl"aID}.>li>,2,RB,786.65,0.57,,blithely
blitz,5,1456,1.25,bl"Its,5,1,{blitz},{bl"Its},1,NN|VB,695.48,1,,blitz
blitzes,7,34,0.04,bl"Its@z,7,2,NULL,NULL,NULL,NULL,823.58,0.79,,blitzes
blizzard,8,2102,1.94,bl"I.z@`d,6,2,{blizzard},{bl"I.z@`d},1,NN,632.8,1,,blizzard
blizzards,9,103,0.18,bl"I.z@`dz,7,2,{blizzard}>s>,{bl"I.z@`d}>z>,2,NN,702.66,0.97,,blizzards
bloat,5,564,0.51,bl"ot,4,1,{bloat},{bl"ot},1,NN|VB,679.23,0.94,,bloat
bloated,7,1640,1.69,bl"o4.@d,6,2,{bloat}>ed>,{bl"o4}.>@d>,2,JJ,667.43,0.91,,bloated
bloater,7,5,0.04,bl"o4.@`,5,2,{bloat}>er>,{bl"o4}.>@`>,2,NN,755.3,0.72,,bloater
blob,4,1170,1.18,bl"Ab,4,1,{blob},{bl"Ab},1,NN|VB,668.4,0.86,,blob
block,5,33257,40.53,bl"Ak,4,1,{block},{bl"Ak},1,NN|VB,549.48,0.97,,block
blockade,8,1179,1.53,blA.k"ed,6,2,{block--ade},{blA.k--"ed},2,NN|VB,855.85,0.94,,blockade
blockading,10,63,0.06,blA.k"e4.IN,8,3,{block--ade}>ing>,{blA.k--"e4}.>IN>,3,VB|NN,879.77,0.73,,blockading
blockage,8,357,0.67,bl"Ak.IdZ,6,2,{block}>age>,{bl"Ak}.>IdZ>,2,NN,705.71,0.94,,blockage
blockages,9,76,0.06,bl"Ak.IdZ.@z,8,3,{block}>age>>s>,{bl"Ak}.>IdZ>.>@z>,3,NN,870.79,0.91,,blockages
blockbuster,11,1395,1.06,bl"Ak.b%Vst.@`,9,3,{block}{bust}>er>,{bl"Ak}.{b%Vst}.>@`>,3,NN,655.55,0.97,,blockbuster
blocked,7,4951,6.78,bl"Akt,5,1,{block}>ed>,{bl"Ak}>t>,2,VB,599.33,1,,blocked
blockhead,9,68,0.8,bl"Ak.h%Ed,7,2,{block}{head},{bl"Ak}.{h%Ed},2,NN,694.34,0.91,,blockhead
blockhouse,10,12,0.22,bl"Ak.h%aUs,7,2,{block}{house},{bl"Ak}.{h%aUs},2,NN,908.04,0.82,,blockhouse
blocking,8,4435,5.75,bl"Ak.IN,6,2,{block}>ing>,{bl"Ak}.>IN>,2,VB|NN,639.58,1,,blocking
blocks,6,14411,15,bl"Aks,5,1,{block}>s>,{bl"Ak}>s>,2,NN|VB,649.88,1,,blocks
blocky,6,308,0.02,bl"Ak.i,5,2,{block}>y>,{bl"Ak}.>i>,2,JJ,655.6,0.74,,blocky
bloke,5,886,4.67,bl"ok,4,1,{bloke},{bl"ok},1,NN,794.35,0.61,,bloke
blokes,6,191,1.43,bl"oks,5,1,{bloke}>s>,{bl"ok}>s>,2,NN,767.08,0.34,,blokes
blond,5,3228,10.45,bl"And,5,1,{blond},{bl"And},1,JJ,569.7,0.97,,blond
blonde,6,6624,13.92,bl"And,5,1,{blonde},{bl"And},1,JJ|NN,631.97,1,,blonde
blondes,7,1089,1.55,bl"Andz,6,1,{blonde}>s>,{bl"And}>z>,2,NN,610.21,0.94,,blondes
blood,5,51801,186.12,bl"Vd,4,1,{blood},{bl"Vd},1,NN,571.97,1,,blood
bloodbath,9,198,1.41,bl"Vd.b%aT,7,2,{blood}{bath},{bl"Vd}.{b%aT},2,NN,763.94,0.94,,bloodbath
blooded,7,403,0.45,bl"V4.@d,6,2,{blood}>ed>,{bl"V4}.>@d>,2,VB,736.21,0.97,,blooded
bloodhound,10,271,0.98,bl"Vd.h%aUnd,8,2,{blood}{hound},{bl"Vd}.{h%aUnd},2,NN,728.15,1,,bloodhound
bloodhounds,11,366,0.65,bl"Vd.h%aUndz,9,2,{blood}{hound}>s>,{bl"Vd}.{h%aUnd}>z>,3,NN,838.97,0.88,,bloodhounds
bloodiest,9,124,0.31,bl"V4.i.Ist,8,3,{blood}>y>>est>,{bl"V4}.>i>.>Ist>,3,JJ,755.93,0.94,,bloodiest
bloodless,9,104,0.08,bl"Vd.l@s,7,2,{blood}>less>,{bl"Vd}.>l@s>,2,JJ,746.67,0.94,,bloodless
bloodlust,9,529,0.18,bl"Vd.l%Vst,8,2,{blood}{lust},{bl"Vd}.{l%Vst},2,NN,832.87,0.94,,bloodlust
bloodroot,9,8,0.12,"bl@d%rut,7,2,NULL,NULL,NULL,NN,863.9,0.31,,bloodroot
bloods,6,167,0.86,bl"Vdz,5,1,{blood}>s>,{bl"Vd}>z>,2,NN,721.19,0.97,,bloods
bloodshed,9,720,1.96,bl"Vd.S%Ed,7,2,{blood}{shed},{bl"Vd}.{S%Ed},2,NN,748.88,0.97,,bloodshed
bloodshot,9,429,0.51,bl"Vd.S%At,7,2,{blood}{shot},{bl"Vd}.{S%At},2,JJ,710.44,0.97,,bloodshot
bloodstain,10,13,0.24,bl"Vd.st%en,8,2,{blood}{stain},{bl"Vd}.{st%en},2,NN,839.94,1,,bloodstain
bloodstained,12,54,0.31,bl"Vd.st%end,9,2,{blood}{stain}>ed>,{bl"Vd}.{st%en}>d>,3,JJ,891.63,1,,bloodstained
bloodstains,11,31,0.82,bl"Vd.st%enz,9,2,{blood}{stain}>s>,{bl"Vd}.{st%en}>z>,3,NN,802.24,1,,bloodstains
bloodstream,11,552,1.73,bl"Vd.str%im,9,2,{blood}{stream},{bl"Vd}.{str%im},2,NN,686,0.97,,bloodstream
bloodsucker,11,40,0.35,bl"Vd.s%Vk.@`,8,3,{blood}{suck}>er>,{bl"Vd}.{s%Vk}.>@`>,3,NN,752.87,0.91,,bloodsucker
bloodthirsty,12,294,0.96,bl"Vd.T%3`st.i,9,3,{blood}{thirst}>y>,{bl"Vd}.{T%3`st}.>i>,3,JJ,990.5,1,,bloodthirsty
bloody,6,8726,38.47,bl"V4.i,5,2,{blood}>y>,{bl"V4}.>i>,2,JJ,696.25,0.97,,bloody
bloom,5,3773,5.51,bl"um,4,1,{bloom},{bl"um},1,NN|VB,641.33,0.97,,bloom
bloomed,7,122,0.2,bl"umd,5,1,{bloom}>ed>,{bl"um}>d>,2,VB,646.82,0.88,,bloomed
bloomer,7,201,0.35,bl"um.@`,5,2,{bloom}>er>,{bl"um}.>@`>,2,NN,658.5,0.91,,bloomer
blooming,8,703,1.59,bl"um.IN,6,2,{bloom}>ing>,{bl"um}.>IN>,2,VB,599.29,1,,blooming
blooms,6,680,0.69,bl"umz,5,1,{bloom}>s>,{bl"um}>z>,2,NN|VB,625.18,1,,blooms
blossom,7,890,3.61,bl"A.sm=,5,2,{blossom},{bl"A.sm=},1,NN|VB,657.94,0.94,,blossom
blossomed,9,179,0.35,bl"A.sm=d,6,2,{blossom}>ed>,{bl"A.sm=}>d>,2,VB,752.59,1,,blossomed
blossoms,8,663,1.31,bl"A.sm=z,6,2,{blossom}>s>,{bl"A.sm=}>z>,2,NN|VB,649.69,0.94,,blossoms
blot,4,529,0.94,bl"At,4,1,{blot},{bl"At},1,NN|VB,586.8,0.88,,blot
blotch,6,75,0.2,bl"AtS,4,1,{blotch},{bl"AtS},1,NN,769.67,0.79,,blotch
blots,5,141,0.16,bl"Ats,5,1,{blot}>s>,{bl"At}>s>,2,NN|VB,687.37,0.86,,blots
blotted,7,86,0.25,bl"A4.@d,6,2,{blot}>ed>,{bl"A4}.>@d>,2,VB,593.23,0.88,,blotted
blotter,7,446,0.53,bl"A4.@`,5,2,{blot}>er>,{bl"A4}.>@`>,2,NN,717.1,0.65,,blotter
blotting,8,203,0.24,bl"A4.IN,6,2,{blot}>ing>,{bl"A4}.>IN>,2,VB,820.14,0.85,,blotting
blotto,6,65,0.2,"blAto,5,2,NULL,NULL,NULL,JJ,897.75,0.12,,blotto
blouse,6,1685,5.33,bl"aUs,4,1,{blouse},{bl"aUs},1,NN,674.7,0.97,,blouse
blouses,7,214,0.37,bl"aUs.@z,6,2,{blouse}>s>,{bl"aUs}.>@z>,2,NN,680.9,0.97,,blouses
blow,4,16920,97.57,bl"o,3,1,{blow},{bl"o},1,NN|VB,619.12,1,,blow
blowback,8,60,0.29,bl"o.b%ak,6,2,{blow}{back},{bl"o}.{b%ak},2,NN,845.12,0.79,,blowback
blower,6,536,0.33,bl"o@`,4,1,{blow}>er>,{bl"o}>@`>,2,NN,723.66,0.94,,blower
blowers,7,222,0.2,bl"o@`z,5,1,{blow}>er>>s>,{bl"o}>@`>>z>,3,NN,854.86,0.88,,blowers
blowfish,8,397,0.61,bl"o.f%IS,6,2,{blow}{fish},{bl"o}.{f%IS},2,NN,722.24,0.97,,blowfish
blowfly,7,11,0.04,bl"o.fl%aI,6,2,{blow}{fly},{bl"o}.{fl%aI},2,NN,1017.55,0.69,,blowfly
blowgun,7,21,0.06,bl"o.g%Vn,6,2,{blow}{gun},{bl"o}.{g%Vn},2,NN,826.08,0.81,,blowgun
blowhard,8,94,0.37,"blohArd,7,2,NULL,NULL,NULL,NN|JJ,1000.74,0.72,,blowhard
blowhole,8,19,0.06,bl"o.h%ol,6,2,{blow}{hole},{bl"o}.{h%ol},2,NN,805.39,0.97,,blowhole
blowing,7,4788,18.06,bl"o.IN,5,2,{blow}>ing>,{bl"o}.>IN>,2,VB|NN,590,1,,blowing
blown,5,5759,15.9,bl"on,4,1,{blow}>n>,{bl"o}>n>,2,VB,634.03,0.94,,blown
blowout,7,753,1.49,bl"o.%aUt,5,2,{blow}{out},{bl"o}.{%aUt},2,NN,702.26,1,,blowout
blowpipe,8,13,0.08,bl"o.p%aIp,6,2,{blow}{pipe},{bl"o}.{p%aIp},2,NN,798.29,0.91,,blowpipe
blows,5,4716,15.55,bl"oz,4,1,{blow}>s>,{bl"o}>z>,2,NN|VB,627.4,1,,blows
blowtorch,9,120,0.84,bl"o.t%OrtS,7,2,{blow}{torch},{bl"o}.{t%OrtS},2,NN,993.75,0.94,,blowtorch
blowup,6,109,0.29,bl"o.%Vp,5,2,{blow}{up},{bl"o}.{%Vp},2,NN,839.54,0.85,,blowup
blubber,7,140,0.84,bl"V.b@`,5,2,{blubber},{bl"V.b@`},1,NN|VB,685.79,0.97,,blubber
